author,rating,title,content
,"0,5",,"Très très très déçu, nul! Tout est incohérent, surjoué, il n'y a plus du tout le charme de la 1ère saison, tout est prévisible et la fin est vraiment lamentable... Au final pour ceux qui ont aimé la 1ère saison, vous y retrouverez l'acteur principal, avec des dialogues interminables, le mystère et le charme en moins, un côté comique qui détonne avec le machiavélisme du jeu. On a l'impression que le scénariste ne voulait pas faire un copié collé du 1er, mais a retiré tout ce qu'avaient aimé les spectateurs, avec un côté humour, des musiques sans aucun lien avec le contexte, bref on dirait des stagiaires qui ont voulu faire un projet SQUID GAME sans faire trop de plaggia. Vous avez tué SQUID GAME."
,"0,5",,"Sans intérêt. Le personnage principal est encore plus idiot que dans la saison 1, toutes ses décisions ou actions n’ont aucun sens, ils ont juste voulu donner une suite à une saison 1 exceptionnelle qui n’en avait visiblement pas besoin. Tout est devenu prévisible et sans saveur. Le seul personnage intéressant est sûrement le joueur numéro 001 (MdJ) qui par son double jeu rend un peu la saison 2 moins ennuyante."
,"5,0",,"Intelligent, extrêmement bien filmé, une série qui décoiffe mais qui sait aussi mettre le doigt sur une analyse profonde de la survie et les dérives qu'elle peut engendrer.Génial !"
,"1,5",,"Une série phénomène pathétique, rempli de moment gore sans intérêt qui apporte seulement des scènes sanglantes. Une série qui avait pour but de choqué le public sur une société défavorisée qui a pour seule emprise : l'amour de l'argent. Je dirai en réalité un double tranchant de façon permanent quand on se rend compte du déroulement de l'histoire. Nous sommes que de simples spectateurs face à la cruauté de cette série, c'est un piège ? Beaucoup  de choses tellement prévisible qui perd toute sa crédibilité...C'est dommage. J'espère bien que ce phénomène va se transformer  en cauchemar."
,"0,5",,"J'ai adoré la saison 1 et j'ai laissé une chance à cette saison 2 mais ça en devient douloureux de terminer 7 pauvres épisodes. C'est surjoué à mort les acteurs sont ridicules et stupides, tellement pas crédible au vu du contexte dans lequel ils sont censés être. Les épisodes sont d'une lenteur avec des passages inutiles et des conversations stupides dignes de celles d'enfants d'une cours de récréation ou de candidats de télé-réalité. Ça en devient tellement douloureux que je ne sais pas si j'arriverai à regarder la saison 3.... Je savais que ça serait dur de faire mieux que la saison 1, mais je ne pensais pas que le contraste entre les deux saisons serait aussi énorme. C'est désespérant ."
,"5,0",,"J'ai bien aimé cette saison même si la saison 1 reste la meilleure. Il y a certes quelques longueurs mais l'histoire est très intéressante. C'est toujours un plaisir de retrouver le personnage Seong Gi-hun. J'ai adoré que le charismatique Maître du jeu intègre les jeux sauf qu'on se demande comment Seong peut-il être aussi naïf et ne pas penser que le joueur 001 peut-être encore un infiltré.Les jeux sont toujours très intéressants. Dommage que la fin se finisse sans qu'on obtienne nos réponses. Pourquoi le 001 qui avait pitié de la femme enceinte reste finalement sans pitié à la fin? Pourquoi tue t-il le meilleur ami de Seong Gi-hun mais pas Seong Gi-hun? Seong Gi-hun enfreint les règles va-t-il être tué? Et le frère du Maître du jeu continuera-t-il à cacher l'identité du Maître du jeu, va-t-il se ranger de son côté ou s'opposer à son frère ? Beaucoup de questions encore sans réponse. Très impatiente de voir la saison 3..."
,"4,0",,"Ce que j'aime avec beaucoup de films et séries sud corénnes c'est le jeu d'acteur trés réaliste qui se démarque de l'école américaine par plus de sobriété et donc plus de réalisme.Le premier épisode laisse une impression bizarre, la 1ere partie est excellente avec la présentation du personnage personnel, puis arrive le jeu, qui donne au départ une impression mitigée car on n'est dans l'absurde. Cependant, la mayonnaise commence à prendre à partir du 2e épisode. Dans l'ensemble, une série agréable et efficace car trés divertissante, avec pas mal de moments riches en émotions notamment vers le milieu du jeu (les billes notamment).A noter que le connard de service (le numéro 101) a un jeu d'acteur super convaincant."
,"1,0",,"Quel ratage cette saison 2 décidement... J'ai ""plutôt"" accroché pendant les 2 premiers episodes qui changent un peu de la saison 1, bien qu'on pressent déjà un acting catastrophique et que tout ça prend beauuucoup son temps. Et l'arrivée dans l'arène, là, ça nous achève. Le personnage principal est très agaçant, on a envie de le secouer. J'ai regardé d'un oeil le milieu de saison (si on peut appeler 7 episodes une saison), ininteressant, répétitif, poussif, beaucoup moins subtil que la saison 1 pour ce qui est du contenu moral, qui là devient très sentencieux et franchement tout sonne faux. Les personnages sont très clichés et le jeu est très mauvais. La plupart des tentatives d'humour sont ridicules et tombent à l'eau. Non vraiment, cette saison 2 est un naufrage. 
spoiler: 
Au vu des commentaires qui parlent d'un cliffhanger en fin de saison, je ne m'infligerai pas ça, je ne la terminerai pas !"
,"0,5",,"J'annonce Hwang Dong-hyeok a détruit sa série avec la saison 2. Les deux premiers épisodes de la saison 2 sont les meilleurs, et le reste est juste vraiment mauvais.Voici les reproches :
spoiler: 
Le mec avec la valise défonce les chefs de gang à mains nues. Les chefs de gang, nuls au corps à corps, le suivent à deux sur une longue distance et ne pensent même pas à avoir sur eux une arme à feu, au moins pour le menacer.

Le mec en rouge qui tase un gars devant tout le monde dans une boîte de nuit, et personne ne réagit…

La puce qui est retirée de la dent, alors que tous les autres gardent leurs accessoires comme la croix avec de la DROGUE dedans. Moi qui pensais que le jeu se basait sur l'équité… En plus, le couteau dans les cheveux de la vieille, la bague, etc., c'est un peu gros. Ça déséquilibre le fait que chacun soit au même niveau.

Le fait que Thanos, le mec aux cheveux violets, tue tout le monde sans raison, juste à cause de la drogue, avec des musiques et des réactions de manga. Et les gens continuent de l'aimer et de ne pas le craindre... C'est totalement incohérent. Tout le monde devrait vouloir l'éliminer puisqu'il en a tué juste pour s'amuser, sans même savoir que ça lui rapporterait de l'argent.

Le fait que le maître du jeu attende que le jeu de ""1, 2, 3, soleil"" soit fini pour rentrer dans le jeu, alors que le vieux maître du jeu de la première saison avait participé. Déjà, le maître du jeu de la saison 2 ne respecte pas les règles en jouant seulement à partir de la fin du premier jeu, en comptant comme le joueur numéro 1 parmi les 456. Et son vote a servi à continuer le jeu alors qu'il n'a pourtant aucune légitimité… Sans parler du fait qu'il a lui-même tué des gardes en rouge en étant joueur, mais lui a le droit à la vie, alors que les autres joueurs meurent. Apparemment, seul le joueur 456 a le droit à la vie, donc ça montre encore une fois que le jeu ne respecte pas ses propres règles.

Le fait que le frère du maître du jeu refuse de dire à quoi ressemble le visage de son frère, alors qu'ils ont le même objectif le capturer et non le tuer. Ça n'a aucun sens. Ça m'a fait comprendre directement qu'il serait dans le jeu pour que le personnage principal ne reconnaisse pas son visage.

Le pêcheur, je l'avais prédit dès l'épisode 3 qu'il serait un traître. Déjà, le mec est trop louche. Je ne comprends pas qu'il ne soit pas suspecté depuis le début. Il récupère le flic même avec les vagues, alors que le périmètre de l'île ne doit pas être si loin. C'est louche qu'il passe autant de temps à fouiller autant d'îles. D'ailleurs, il se plaint de chercher depuis 2 ans en disant que c'est comme une malédiction, mais il continue. Donc bizarre, il n'a aucune raison de continuer... Le fait que le mec soit pêcheur depuis des années et qu'il ne voie pas les bateaux immenses avec les camionnettes passer la nuit pour amener de nouveaux participants + les bateaux des trafiquants d'organes passer, c'est aussi louche.

Un des gars, soi-disant des forces spéciales ultra-douées, engagé pour trouver l'île, voit le mec trafiquer le drone et préfère se confronter au gars du bateau sans arme et sans renfort. Quelques secondes après, un autre gars vient voir ce qu'il se passe, et genre, il ne voit pas de sang ou ne se demande pas où est passé l'autre gars qui a crié… Une blague, ce passage.

Le mec numéro 1 devrait être suspecté depuis le début puisque dans la saison 1, c'était un infiltré. Donc le gagnant de la saison 1 fait des plans et à aucun moment, il ne se pose la question de qui il est, et il lui donne rapidement toute sa confiance...

Tous les passages qui devraient être stressants et pleins de tension dans la saison 1 sont cassés dans la saison 2 par des musiques style manga avec des réactions de personnages de manga, aucune réaliste. Des moments tristes/flippants, comme le gars qui se pisse dessus de peur, deviennent une comédie à cause de la musique et des réactions. Dans le deuxième jeu, ils applaudissent tous quand il y a des vainqueurs, alors qu'ils ont encore leur vie en jeu et qu'ils savent qu'il faut des morts pour gagner plus d'argent. Donc c'est stupide.

Le gagnant du jeu qui pense sauver des vies alors qu'il sait que le jeu va les forcer à s'entretuer. Et des gens votent en sachant que cela causera la mort des autres... Il est trop bisounours, au point de risquer sa propre vie et celle des autres contre une armée littéralement de gardes. C'est le plan qui a le moins de chance de fonctionner. D'ailleurs, je ne comprends toujours pas pourquoi ils n'ont pas mis le flic à se cacher sous une camionnette comme dans le 1, en suivant le participant qui avait le carton d'invitation dans le métro, puisque le flic a failli tuer le maître du jeu tout seul dans la saison 1. Et là, un riche avec une armée n'a pas réussi à faire mieux qu'un seul gars qui a juste improvisé dans la saison 1. D'ailleurs, pourquoi ils ne se sont pas déguisés en gardes rouges ?

Le froussard ne sert à rien. Il a juste eu le courage d’appuyer une seule fois sur la croix. À part ça, il a trahi la seule personne qui l’aidait et l’a laissée mourir. D’ailleurs, il n’a même pas su viser en lançant sa bouteille. C’est un personnage sans intérêt. Même la première femme tuée au premier jeu aurait apporté plus au jeu par son charisme. Elle aurait fait une meilleure antagoniste que le vieux sénile ou que ""Thanos"", un personnage un peu calqué sur Pain dans Naruto.

La femme du parc d’attractions, gentille avec les enfants, tue sans pitié des innocents dans les jeux. Ce personnage quitte une dictature pour en imposer une dans le jeu, ce qui n’a aucun sens. En plus, elle n’apporte rien à la saison, puisqu’elle disparaît même lors de l’assaut.

Le personnage principal n’a aucun argument pour convaincre les autres d’arrêter. Il aurait pu promettre de l’argent puisqu’il a prouvé qu’il était le grand gagnant, mais il ne l’a pas fait. Il aurait pu dire aux personnes âgées et aux femmes qu’il y a des épreuves de force où elles n’auraient aucune chance, mais non. Il aurait pu expliquer qu’ils pouvaient quitter et reprendre le jeu plus tard, comme lui-même l’a fait, ce qui leur aurait permis de dire au revoir à leurs proches, tout en réduisant le nombre de participants et en augmentant les gains. Mais non, il ne l’a pas dit. Enfin, il aurait pu préciser qu’il n’y aurait qu’un seul vainqueur, puisque le dernier jeu prévoit un affrontement entre deux survivants. Pourtant, il ne l’a jamais mentionné. Les autres pensent pouvoir sortir ensemble, mais bordel…

Le mec qui participe au jeu avec sa mère est le personnage le plus égoïste de tous. Il vote pour continuer en sachant pertinemment que sa mère risque de mourir.

Aucune évolution des personnages. On n’apprend rien de plus sur eux. La femme enceinte, par exemple : on sait juste qui est le père, qu’elle est orpheline et fauchée parce qu’elle a investi dans les cryptos. Et pourtant, c’est l’un des personnages les plus détaillés de la saison. Quant à la chamane, c’est un personnage mal construit. Pourquoi le scénariste crée-t-il systématiquement un religieux détestable à chaque saison ? Au deuxième jeu, la chamane panique, mais après, plus rien, c’est tout l’inverse sans raison. Le seul aspect intéressant, c’est qu’elle réussit à convaincre deux participants dans sa secte. Et c’est tout.

Le flic et les militaires n’ont servi à rien dans toute la saison 2. Rien d’intéressant. Même la trappe trouvée sur l’île… Pas fichus de s’en méfier ou d’attacher une corde pour l’ouvrir de loin. J’avais dit à l’avance : ""Ça va exploser, c’est tellement prévisible…"""
,"4,0",,"Une suite qui ne copie pas et joue sur la tension permanente, en proposant la règle du vote de sortie, la contestation puis la révolte au sein du jeu. La série surprend encore et reste parmi les plus originales sans pour autant donner trop d'explications encore. La dernière saison saura t'elle répondre à tous nos questionnements? Réponse en 2025."
,"0,5",,"La propagande Tiktok autour de cette série est un coup de maître. A l’inverse, la série est un véritable fléau à regarder. Quel ennui, pas un seul personnage intéressant, un scénario bidon. Merci pour ce temps perdu."
,"0,5",,"Une catastrophe!!! Des dialogues étirés, des scènes à rallonge pour une redite de la saison 1 … c’est du vu et revu. Je déconseille fortement. Netflix ne sait pas gérer la suite des séries à succès. Bye bye"
,"1,0",,"La saison 1 était sympas mais la deux est vraiment mauvaise en de nombreux points. Petit spoiler peu impactant mais je le met en spoiler quand même 
spoiler: 
Le gagnant du 1 rejoue dans le 2, c'était prévisible mais il fait des choix totalement stupide dans la deuxième saison après le premier jeu les joueurs peuvent se répartir la cagnotte et se barrer et évidemment la majorité vote pour rester. Sauf que le gagnant du 1 aurait pu leur dire que globalement il y a de très très très mince chance qu'il soit plus que deux survivant à la final, que la moitié voir plus des joueurs vont mourir à chaque jeux et vu qu'il se fou de la thune qu'il a gagnait aux premiers il aurait pu proposer de partager sa thune en plus de la cagnotte avec le reste des survivants et avec autant de survivants mettre fin aux jeux définitivement grâce aux nombreux témoins 
 La saison 2 est REMPLIE d'incohérence, de choix et décisions encore plus stupide que dans les pires films d'horreurs ce qui enlève tout le charme de la série et son immersion. En plus de sa beaucoup de scène sont trop longues et pas intéressante, contrairement à la première saison, j'ai cette fois-ci skip pas mal de scène en passant plusieurs moments car très ennuyeux. Squid Game c'est une série qui devait faire qu'une saison et sa se sens. Tout cris ""La saison 1 à cartonné, il faut écrire, produire et réaliser une saison 2 pour capitaliser sur le succès"". D'où le temps entre la release de la saison 1 et 2. Ne perdez pas votre temps avec la saison 2. Si vous avez jamais vu je vous conseil Alice in Borderlands qui est vraiment pas mal qui à pour point commun des jeux mais dans un univers bien différent."
,"4,0",,"Au-delà de l'effet de scandale dû à l'impact de la série dans les cours d'école et de l'effet de hype provoqué par le fait que la série est la plus regardée de l'histoire de Netflix, que vaut vraiment Squidgame ?Pour commencer, la série est extrêmement solide du point de vue scénario. La partie jeu mortel est très habilement menée : on est en permanence surpris, que ce soit par la nature des jeux, leur déroulement ou leurs implications morales.Mais Squid game surprend surtout par ses à-côtés narratifs. Une grande majorité des trois premiers épisodes se déroule en dehors de l'île, et la façon dont la série décrit les travers de la société coréenne est très intéressant. Les relations entre les personnages, le basculement en milieu de série qui permet de comprendre le but des jeux, les péripéties concernant les gardiens : tous ces éléments renouvellent constamment l'intérêt.La mise en scène et les moyens de la série impressionnent par leur démesure. Comme beaucoup de productions coréennes, Squid game est, de par son montage alerte et son identité visuelle, une réussite pleine d'efficacité qui n'a rien a envier aux productions américaines. La série atteint un haut niveau de réalisme, ne barguignant pas sur la cruauté et le sang, ce qu'une production US n'aurait pas pu se permettre.Enfin, les acteurs sont tous et toutes formidables. La composition de Lee Jeong-Jae est en particulier saisissante dans sa variété.Ce genre de série à suspense est une course en avant de surprises et d'effets qui peut se diluer ou se perdre au fil des épisodes dans de la surenchère irréaliste ou un délitement progressif. Squid game évite également cet écueil et négocie assez bien le piège de la dernière demi-heure, répondant avec une certaine élégance à plusieurs  questions, et en laissant irrésolues plusieurs autres, ce qui laisse augurer une seconde saison que l'immense succès mondial de la série rendait de toute façon indiscutable."
,"4,5",,"C'est pas compliqué, voici la saison 2 et si on suit la logique d'internet, ce qui a été apprécié en saison 1 va se faire démolir en Saison 2.La faute à ? La popularité de la Saison 1 pardi. Sortie de nulle part, Squid Game a surpris tout le monde, donc tout le monde à aimé. 3 ans plus tard, tout le monde s'est fait son film sur cette suite, et fatalement ça va se sentir dans les critique de pleureuses qui rageront que le scénar soit pas celui auquel ils ont pensé durant les 3 dernières années.J'ai trouvé cette saison en pleine forme, les nouveaux persos sont cool, les nouveaux jeux sont effrayant. La tension est bien présente et le seul point négatif pour moi, étant que le dernier épisodes invite finalement à attendre une troisième saison qu idevrait débarquer plus vite que cette saison 2.Du très bon donc!"
,"4,0",,Le top du vice avec une totale maitrise et le pire c’est qu’on va aimer ça. L’épisode 1 place le jeu. L’épisode 2 est très lent mais il a toute son importance… ensuite ça décolle ! On s’enfonce avec les participants dans le rouage maîtrisé  du jeu. Mention spéciale pour l’épisode 6 qui est tout aussi horrible qu’émouvant.
,"1,0",,Naufrage total. Les enjeux qui rendaient la saison 1 intéressante ont disparu. Il faut attendre le quatrième épisode pour voir un nouveau jeu qui plus est totalement nul. Aucun intérêt
,"1,5",,"Alors que des antis-vax scandent dans la rue ""liberté, liberté, liberté"" je me demande à quel point j'étais libre dans le choix de me lancer dans Squid Game. Le monde culturel est une sorte de Loto d'où émerge régulièrement un produits dont le succès relatif peut se transformer en un raz de marée complètement irrationnel. Cette série a ainsi pleinement bénéficié d'une machine médiatique emballée façon Gimbap. Des colonnes du Monde à mon flux Facebook en passant par les conversations de mes amis jusqu'aux journaux TV relayant les incidents occasionnées par cette série, tous sont coupables d'avoir rendu inévitable notre rencontre: j'étais environné, harcelé par ces zouaves costumés avant même de les connaitre. L'effet de simple exposition a créé chez moi une bulle de curiosité qui aurait dû être éclaté par des avis (un minimum objectif) sur la série. Sauf que, et c'est la beauté de la chose, tous les médiums précités ne parlent pas tant de la série et ses qualités (limitées), que de son succès et ses effets. La machine s'alimente elle-même et en bout de course des consommateurs innocents (et probablement un peu stupides) dans mon genre se retrouvent embarqués, piégés. Devenant bientôt eux-mêmes des agents de propagande. La preuve, voici une nouvelle critique sur ""la (nouvelle) série phénomène"".Le premier épisode a failli être le dernier tant TOUT m'a insupporté dans notre héros. C'est un incapable qui loupe tout ce qu'il entreprend, l'argent lui brûle les doigts, il est nul, il est pathétique et on est rapidement convaincu que s'il est pauvre, c'est qu'il le mérite. Rajoutons à cela que c'est le pire père du monde :
spoiler: 
 QUI va pêcher un cadeau surprise à sa fille dans des machines à sous ? Et QUI ne regarde pas dans cette boite (non fermée) ce qu'il va offrir ?
 Personne si ce n'est un personnage complètement artificiel destiné à attirer notre sympathie et nous rassurer sur nos vies, on la rate tout de même moins que lui.Le traitement de son héros est symbolique de ce qu'est Squid Game: caricatural et artificiel, exagéré comme l'interprétation théâtrale des acteurs. La scène où Han Mi-Nyeo 
spoiler: 
doit gagner du temps dans les toilettes 
est un must.La série contient ""quelques facilités scénaristiques"" selon la critique, je reformule la série ""repose sur un scenario aussi solide que la paix avec son voisin du Nord"".
spoiler: 
 Comment garder secret la construction d'une telle installation ? faire taire des centaines d'employés en charge de tuer des êtres humaines en les regardant dans les yeux ? Ne pas soulever l'attention des autorités avec 400 disparitions à l'année ? Les réactions des personnages sont également absurdes : le méchant décide de ne plus faire de massacre la nuit car il a peur d'être trahit ! N°001 se choisit une pâtisserie compliquée alors qu'il connait déjà l'épreuve... Gagner aux jeux est également ""facile"". Ainsi on se demande par quel tour de passe passe nos héros vont pouvoir franchir l'épreuve de la corde ?
 Aucune ! Il suffit au scenario d'être débile ! (au cas ou vous auriez un doute les conseils de 001 ont été testé IRL, ils ne servent à rien).
spoiler: 
Je ne parle même pas de n°001 qui joue car il voulait ressentir le frisson du jeu mais qui en fait ne risquait rien... Presque aussi risible que le discours moraliste sur ""être trop riche rend malheureux"" ou aussi absurde que de légitimer le jeu en disant ""vous pariez bien sur des courses de chevaux"".
Les épisodes étant assez long, les personnages peu nombreux (sur 9heures on s'intéresse à 8 personnages !) et les jeux occupant 15-20min il faut bien combler. Alors on crée de vagues sous intrigues : 
spoiler: 
un trafic d'organe inepte, une scène de baise absurde, des échanges entre candidats insipides avec en point d'orgue l'échange pré-sacrifice des deux ""copines"" qui promettent de se dire ""ce qu'ils n'ont jamais dit à personne"" et qui débouche sur ""leur rêve"" : ""un Mojito à Hawaii"". 
Whaaaa passionnant vraiment... En vérité on s'emmerde 75% d'un épisode mais pendant 3, 4 épisodes je n'ai pas voulu arrêter.Car il faut bien reconnaitre à Squid Game une qualité : son concept est génial et on est prêt à supporter tout ça afin de les voir se faire massacrer dans des jeux d'enfants d'une joie mauvaise, sadique. Malheureusement si la série choque par son gore elle n'a en vérité rien de très transgressif, les personnages sont trop peu nuancés pour créer la moindre empathie ou gêne. Les gentils sont gentils, les méchants, méchants. 
spoiler: 
Le jeu des billes aurait pu être intéressant. Tout était pourtant cousu de fil blanc, j'étais persuadé que le partenaire serait un adversaire et que notre héro allait s'allier avec le vieux qui, pratique, était à l'article de la mort. Pendant un moment j'ai cru qu'il allait vraiment profiter de lui ce qui aurait cassé la personnalité monolithique de notre héros trop bon, mais finalement non le vieux était bien conscient de son sacrifice. Comment d'ailleurs faire gagner un participant qui ne ferait pas de mal à une mouche ? Il suffit d'un 2e sacrifice (que l'on a également vu venir 3 épisodes plus tôt).
Un autre problème est que le jeu érige en principe absolu sa neutralité... or il ne l'est pas : 
spoiler: 
dans la présence même de n°001 ou quand ""le méchant"" demande un autre jeu en ayant perdu aux billes ou dans l'absence de sanction lorsqu'un canif est découvert sur lui ou lorsque le ""bon élève"" triche et trahit 
Abdul. Le traitement de ce personnage est d'ailleurs franchement raciste: le mec n'ose même pas appeler par son prénom un type au charisme de mollusque simplement parce qu'il lui a payé le bus... Son comportement est plus proche de l'animal domestique que de l'être humain. Au final le succès de Squid Game s'explique par ses massacres garanties à chaque épisodes et ses plans iconiques : entre costumes mystérieux et plans larges aux décors colorés 
spoiler: 
(les couloirs menant aux épreuves, le green light / red light, la salle où ils sont habillés, le chapiteau aux dalles de verre, le lounge VIP
). C'est peu mais suffisant grâce à un marketing habile à destination des ados (merci Tiktok) soutenu par la puissance d'une multinationale qui homogénéise les gouts de toute la planète en l'inondant de sa daube.PS : Le Gardian: ""Squid Game dresse également le portrait de la société contemporaine en Corée du Sud, et les inégalités de richesse qui touchent sa population."" Je riz (jaune)."
,"5,0",,"La saison 2 de Squid Game se révèle être une véritable pépite par rapport à la première, transcendant son statut de simple suite pour s’imposer comme une œuvre plus riche, profonde et maîtrisée. Là où la saison 1 captait l’attention par la brutalité de ses jeux et la découverte d’un univers dystopique classique, la seconde saison va bien au-delà, explorant des thématiques plus complexes tout en offrant un développement de personnages beaucoup plus abouti. Le scénario gagne en densité, délaissant la simple succession de jeux mortels pour enfant pour s'intéresser davantage aux dynamiques internes des participants et à l’organisation derrière les jeux.Les personnages, qui étaient parfois réduits à de simples archétypes dans la première saison, prennent ici une nouvelle profondeur sauf l'horrible Thanos. Les dilemmes moraux et les motivations personnelles sont explorés avec une subtilité qui renforce leur humanité. Le Front Man, n’est plus seulement une figure mystérieuse et intimidante, mais un personnage à part entière, dont le passé et les choix enrichissent considérablement l’histoire. Parallèlement, les nouveaux personnages introduits apportent un souffle frais et diversifié, tout en s’intégrant harmonieusement à l’univers déjà établi.La dimension émotionnelle est également nettement amplifiée. Alors que la première saison jouait souvent sur l’effet choc, la seconde construit des relations plus complexes entre les personnages, ce qui rend leurs choix et leurs pertes d’autant plus poignants cf le deuxième jeu. Cette montée en intensité émotionnelle se double d’une critique sociale encore plus incisive. Là où la saison 1 exposait les inégalités de manière brute, la saison 2 approfondit son discours en mettant en lumière les mécanismes de pouvoir et les dynamiques d’exploitation, tout en interpellant directement les spectateurs sur leur propre rôle en tant que voyeurs fascinés par cette violence orchestrée.En définitive, la saison 2 de Squid Game dépasse largement son prédécesseur en offrant une expérience plus mature et aboutie. Elle réussit à maintenir l’adrénaline et la tension qui ont fait le succès de la première saison tout en y ajoutant une profondeur narrative et émotionnelle qui élève l’ensemble. C’est une véritable réussite qui montre que cette série ne se contente pas de répéter une formule gagnante, mais cherche à la réinventer avec audace et intelligence."
,"5,0",,"Rare de mettre 5/5, mais force et de constater qu'on frôle la perfection !Il faut effectivement s'accrocher sur l'épisode 1, évidemment le style ""coréen"" peut habituel en France perturbe un peu... On a comme la sensation, parfois, que c'est ""surjoué"". Mais c'est typique coréen. Finalement, chaque épisode monte en intensité, en émotion. On s'attache réellement au personnages. Tout est bien ficelé, il y a du suspense, de vrais surprises (même si c'est parfois assez prévisible). Bref ça cartonne, ça fait partie des séries majeures de netflix, comme ""La Casa de Papel"", ""Strangers Things"", ""Dark"".... voici une nouvelle série culte."
,"1,5",,"Nul ! Bienvenue dans le monde moderne du visionnage que Netflix veut nous faire bouffer. À savoir raconter la même histoire sur 3 saisons si possible !!Le rythme est lent, très loooong. La plupart des scènes de dialogues sont pas nécessaire. Et comme par hasard la fin est stimulante et te montre juste ce qu’il faut pour que tu regardes la saison 3 !Donc cette saison est lente. Maintenant on s’ennuie toute la saison pour que les 20 dernières minutes soient interessantes !Quand netflix avait pas son mot à dire sur la saison 1, cette première saison était une masterclass ! Déçu, mais hâte de voir la dernière saison"
,"0,5",,"J'ai créé un compte ici juste pour mettre 0,5 et dire à quel point cette saison est nulle. Je me suis endormi sur les 3 premiers épisodes et les 4 derniers sont tout aussi abyssaux... Aucun intérêt. Économisez votre temps"
,"0,5",,"J'ai presque regardé 2 épisodes et j'ai arrêté. Mon dieu que les acteurs sont mauvais et cerise sur le gâteau, l'acteur principal est le pire de tous. Je ne sais pas si le réalisateur lui demande de ne pas être crédible, mais quoi qu'il en soit c'est pathétique, risible, surréaliste de médiocrité. Il est possible que le scénario soit bon, mais j'en doute, car ça démarre très mal. Je préfère ne pas perdre mon temps. C'est surjoué au point d'être débile."
,"4,0",,"Une excellente série originale Netflix.Elle raconte l'histoire de Gi-Hun, un homme pauvre à qui on risque de retirer sa fille s'il ne trouve pas assez d'argent pour avoir une vie convenable. Une opportunité se présente à lui lorsqu'un inconnu dans le métro lui propose de faire un jeu contre de l'argent. Gi-Hun perd la première manche mais l'inconnu lui propose de lui mettre une baffe à la place de recevoir de l'argent, bien évidemment le personnage principal accepte et le jeu continue. Gi-Hun se prend des dizaines de grosses baffes jusqu'au moment où il arrive enfin à gagner et l'homme lui donne l'argent comme promis et s'en va. Rentré chez lui, notre héros se voit recevoir une carte de la part du même inconnu croiser précédemment sur laquelle un autre jeu lui ai proposé contre de l'argent. Il accepte et se retrouve au milieu de 455 autres personnes dans la même situation que lui.Le premier jeu est le 1,2,3 Soleil, tout se déroule normalement jusqu'à que le premier éliminer se fassent réellement tué.Panique général des dizaines d'autres participant se font tuer. Après la première épreuve les participants décident d'abandonné suite à un vote, mais Gi-Hun et ses nouveaux amis décident de revenir et ils se verront confronter à de nombreuses autres aventures sous forme d'épreuves."
,"4,0",,"A voir sans modération ! Des plans de caméras géniaux, de superbes couleurs, une ambiance stressante mais divertissante, des acteurs très bons, tout ça saupoudré de thèmes musicaux parfaits. Bluffant !"
,"1,5",,La saison une était superbe Fallait s’arrêter là Mais la 3 est tellement incohérente et lent pour des sens qui se font en quelques secondes Dommage c’était très bien la saison 1 et fallait pas faire plus
,"4,0",,"Série top ! Une satire d'une société consumériste et capitaliste. Une critique d'un monde mercantile où l'argent est au cœur des débat. La performance des acteurs est remarquable. La photographie et les différents plans visuels sont très bien travaillés, avec notamment pléthore de couleurs. La mise en scène est également très soignée et donne de l'intensité aux scènes décisives de la série."
,"5,0",,"J’ai adoré, les épisodes sont long bien amené. Les nouveaux personnages sont bien aussi franchement c’est super !"
,"5,0",,Je ne comprends pas les gens mettant 1 étoile en disant s'être ennuyé et ont finalement regardé toute la saison en un temps record. J'ai bcp aimé pour ma part
,"2,0",,"Une saison qui se regarde, surtout car on espère retrouver les sensations de la 1ere saison, mais on reste clairement sur notre faim et c'est tout de même la déception qui prend le dessus.La série était à peu près intéressante jusqu'au moment où 
spoiler: 
elle part totalement en vrille lors de la tentative de soulèvement qui n'a aucun sens, qui met un terme final aux jeux et qui est un vrai carnage pour tout le monde.""
Personnellement je reproche pas le fait que les personnages surjouent, c'est dans le plus pur style coréen, mais il faut être honnête, en vérité on se fout royalement que cette organisation soit démantelée, on espère tout simplement revoir de nouveaux jeux sur le même rythme, la même intensité, la même cruauté et le même suspens que lors de la 1ere saison, mais ce n'est pas le cas t. La partie ""jeu"" est trop restreinte, les jeux moins intéressants et toute la saison est sur un faux rythme ! D'autre part, on ne retrouve pas de participants aussi charismatiques que lors de la 1ere saison.Au final peut être que cette 2e (et 3e) saison ne devait pas voir le jour, parfois il faut savoir s'arrêter sur un succès..."
